Please enter number of dimensions n: 
Please enter n, number of points = 2^n: 
    0.50000    0.50000    0.50000          1
    0.25000    0.75000    0.25000          2
    0.75000    0.25000    0.75000          3
    0.37500    0.62500    0.12500          4
    0.87500    0.12500    0.62500          5
    0.12500    0.37500    0.37500          6
    0.62500    0.87500    0.87500          7
    0.31250    0.31250    0.68750          8
    0.81250    0.81250    0.18750          9
    0.06250    0.56250    0.93750         10
    0.56250    0.06250    0.43750         11
    0.18750    0.93750    0.56250         12
    0.68750    0.43750    0.06250         13
    0.43750    0.18750    0.81250         14
    0.93750    0.68750    0.31250         15
    0.46875    0.84375    0.40625         16
    0.96875    0.34375    0.90625         17
    0.21875    0.09375    0.15625         18
    0.71875    0.59375    0.65625         19
    0.09375    0.46875    0.28125         20
    0.59375    0.96875    0.78125         21
    0.34375    0.71875    0.03125         22
    0.84375    0.21875    0.53125         23
    0.15625    0.53125    0.84375         24
    0.65625    0.03125    0.34375         25
    0.40625    0.28125    0.59375         26
    0.90625    0.78125    0.09375         27
    0.28125    0.15625    0.96875         28
    0.78125    0.65625    0.46875         29
    0.03125    0.90625    0.71875         30
    0.53125    0.40625    0.21875         31
    0.26562    0.60938    0.57812         32
    0.76562    0.10938    0.07812         33
    0.01562    0.35938    0.82812         34
    0.51562    0.85938    0.32812         35
    0.14062    0.23438    0.70312         36
    0.64062    0.73438    0.20312         37
    0.39062    0.98438    0.95312         38
    0.89062    0.48438    0.45312         39
    0.07812    0.79688    0.14062         40
    0.57812    0.29688    0.64062         41
    0.32812    0.04688    0.39062         42
    0.82812    0.54688    0.89062         43
    0.45312    0.42188    0.01562         44
    0.95312    0.92188    0.51562         45
    0.20312    0.67188    0.26562         46
    0.70312    0.17188    0.76562         47
    0.23438    0.26562    0.98438         48
    0.73438    0.76562    0.48438         49
    0.48438    0.51562    0.73438         50
    0.98438    0.01562    0.23438         51
    0.35938    0.89062    0.85938         52
    0.85938    0.39062    0.35938         53
    0.10938    0.14062    0.60938         54
    0.60938    0.64062    0.10938         55
    0.42188    0.07812    0.29688         56
    0.92188    0.57812    0.79688         57
    0.17188    0.82812    0.04688         58
    0.67188    0.32812    0.54688         59
    0.04688    0.70312    0.42188         60
    0.54688    0.20312    0.92188         61
    0.29688    0.45312    0.17188         62
    0.79688    0.95312    0.67188         63
    0.39844    0.44531    0.80469         64
    0.89844    0.94531    0.30469         65
    0.14844    0.69531    0.55469         66
    0.64844    0.19531    0.05469         67
    0.02344    0.82031    0.92969         68
    0.52344    0.32031    0.42969         69
    0.27344    0.07031    0.67969         70
    0.77344    0.57031    0.17969         71
    0.21094    0.13281    0.49219         72
    0.71094    0.63281    0.99219         73
    0.46094    0.88281    0.24219         74
    0.96094    0.38281    0.74219         75
    0.33594    0.50781    0.36719         76
    0.83594    0.00781    0.86719         77
    0.08594    0.25781    0.11719         78
    0.58594    0.75781    0.61719         79
    0.11719    0.66406    0.64844         80
    0.61719    0.16406    0.14844         81
    0.36719    0.41406    0.89844         82
    0.86719    0.91406    0.39844         83
    0.49219    0.03906    0.52344         84
    0.99219    0.53906    0.02344         85
    0.24219    0.78906    0.77344         86
    0.74219    0.28906    0.27344         87
    0.30469    0.97656    0.08594         88
    0.80469    0.47656    0.58594         89
    0.05469    0.22656    0.33594         90
    0.55469    0.72656    0.83594         91
    0.17969    0.35156    0.21094         92
    0.67969    0.85156    0.71094         93
    0.42969    0.60156    0.46094         94
    0.92969    0.10156    0.96094         95
    0.13281    0.92969    0.35156         96
    0.63281    0.42969    0.85156         97
    0.38281    0.17969    0.10156         98
    0.88281    0.67969    0.60156         99
    0.25781    0.30469    0.47656        100
    0.75781    0.80469    0.97656        101
    0.00781    0.55469    0.22656        102
    0.50781    0.05469    0.72656        103
    0.44531    0.74219    0.91406        104
    0.94531    0.24219    0.41406        105
    0.19531    0.49219    0.66406        106
    0.69531    0.99219    0.16406        107
    0.07031    0.11719    0.78906        108
    0.57031    0.61719    0.28906        109
    0.32031    0.86719    0.53906        110
    0.82031    0.36719    0.03906        111
    0.35156    0.21094    0.19531        112
    0.85156    0.71094    0.69531        113
    0.10156    0.96094    0.44531        114
    0.60156    0.46094    0.94531        115
    0.22656    0.58594    0.07031        116
    0.72656    0.08594    0.57031        117
    0.47656    0.33594    0.32031        118
    0.97656    0.83594    0.82031        119
    0.03906    0.39844    0.50781        120
    0.53906    0.89844    0.00781        121
    0.28906    0.64844    0.75781        122
    0.78906    0.14844    0.25781        123
    0.41406    0.77344    0.63281        124
    0.91406    0.27344    0.13281        125
    0.16406    0.02344    0.88281        126
    0.66406    0.52344    0.38281        127
    0.33203    0.78516    0.94141        128
    0.83203    0.28516    0.44141        129
    0.08203    0.03516    0.69141        130
    0.58203    0.53516    0.19141        131
    0.20703    0.41016    0.81641        132
    0.70703    0.91016    0.31641        133
    0.45703    0.66016    0.56641        134
    0.95703    0.16016    0.06641        135
    0.01953    0.59766    0.25391        136
    0.51953    0.09766    0.75391        137
    0.26953    0.34766    0.00391        138
    0.76953    0.84766    0.50391        139
    0.39453    0.22266    0.37891        140
    0.89453    0.72266    0.87891        141
    0.14453    0.97266    0.12891        142
    0.64453    0.47266    0.62891        143
    0.17578    0.06641    0.59766        144
    0.67578    0.56641    0.09766        145
    0.42578    0.81641    0.84766        146
    0.92578    0.31641    0.34766        147
    0.30078    0.69141    0.72266        148
    0.80078    0.19141    0.22266        149
    0.05078    0.44141    0.97266        150
    0.55078    0.94141    0.47266        151
    0.48828    0.25391    0.16016        152
    0.98828    0.75391    0.66016        153
    0.23828    0.50391    0.41016        154
    0.73828    0.00391    0.91016        155
    0.11328    0.87891    0.03516        156
    0.61328    0.37891    0.53516        157
    0.36328    0.12891    0.28516        158
    0.86328    0.62891    0.78516        159
    0.06641    0.33203    0.39453        160
    0.56641    0.83203    0.89453        161
    0.31641    0.58203    0.14453        162
    0.81641    0.08203    0.64453        163
    0.44141    0.95703    0.26953        164
    0.94141    0.45703    0.76953        165
