-0.719669 -1.15987
1.22765 -0.103477
-2.34822 -1.84506
0.654089 -1.48662
-1.15864 -0.950737
-0.673822 -2.22022
0.179872 -1.32674
0.180729 -0.920538
0.224268 -0.20395
-1.37106 -0.472074
2.35449 0.207743
-1.44411 -0.932491
-0.936181 -2.21005
-0.347075 -2.05829
-0.609169 -0.495702
-1.04371 -1.11136
-2.07617 -2.62133
-3.02189 -0.492289
1.17315 -1.60911
1.08156 -2.53213
-2.91798 -1.06812
-0.629315 -2.2645
1.11439 -1.28005
-1.80282 -2.50409
0.753143 -1.12685
-2.40263 -1.65952
-0.864387 1.35721
-1.53882 -0.633627
-2.46369 -1.92034
-0.933739 -2.46385
-0.653975 1.25275
1.06646 0.604139
-0.400535 -1.21039
0.813258 -1.87783
-0.603954 -0.261764
-0.768596 -0.626965
-0.508425 -1.74496
0.279936 -2.18968
-0.467388 -2.32717
-2.00375 -2.41617
-0.103527 -0.32887
-0.379621 1.15375
-0.251737 -2.0061
-1.68434 -2.01243
-2.1481 -1.54782
0.661231 -0.422707
0.657339 -0.21917
-0.0349956 -3.21796
-1.09299 0.474838
0.659038 -0.575681
-1.3083 -0.995245
-0.90011 -0.462517
-2.70441 -2.55909
-0.342268 -0.736644
0.0426822 -0.387231
-0.909138 -1.77302
0.628716 0.39344
-0.973343 -1.63572
-0.98134 -1.88678
-1.46871 -0.991398
0.802784 0.164432
-1.52357 0.498478
-1.59667 -0.925447
-0.918792 -0.3779
-0.249612 0.757895
0.427782 0.201731
0.940819 -2.71972
0.257401 -2.74389
-0.615878 -1.83111
-0.905251 -1.84553
-1.69112 -1.67379
-0.528836 -0.690259
-2.63936 -1.60472
-0.159635 1.25064
0.0658792 -2.31197
-2.64939 0.713436
-0.430014 0.230443
-2.05283 -0.175987
-0.944479 -0.220666
-1.62554 1.14898
-0.113207 -1.49695
-1.31368 -0.477508
-0.643085 -1.36279
-0.974989 0.297569
0.780351 0.696698
-1.18582 -0.67822
-0.991831 -1.84433
-1.69527 -1.06849
-1.0307 -0.913055
0.632322 -0.225662
-0.821085 -0.137832
-1.03132 -0.239837
-3.01241 -0.559547
-1.42576 -1.1251
-1.90983 -0.166243
-1.72029 -1.45884
-1.13804 -2.1796
-1.13934 -0.0253636
1.11464 -0.0619044
-0.750374 -0.857969
-0.885902 -3.31143
-0.598904 -1.64656
-0.242749 -1.07174
-0.946678 -1.58004
-0.0409358 -0.966065
-2.29181 -0.168207
0.466979 -0.062286
-0.171152 -0.207513
-1.71798 -0.247629
-0.680576 -0.830372
-3.33813 -1.2194
-0.196338 -1.41004
-2.70249 -1.37601
-3.20466 -3.29928
-1.3877 -0.740894
-0.318878 0.776289
-0.00156086 0.411677
-3.31438 -1.7843
-1.49519 0.857304
1.518 -0.980192
-0.688337 -1.76611
-1.91213 -1.44125
-0.674398 0.473466
-0.722967 -1.03255
-0.372735 -2.16504
-0.457049 -0.124995
-2.3716 -1.12528
-0.0435026 -1.94117
0.783307 -0.526696
-0.714588 -0.845308
-1.00031 -2.03544
-0.969223 -2.58203
-0.102019 -0.573799
-2.02351 -1.55377
-1.97543 -0.168852
-3.56783 -0.0231981
0.246871 -0.772104
-0.837798 -0.477949
-0.0745919 -2.33773
-1.53041 -0.659159
-0.634551 -1.11077
1.03296 -1.00052
-0.658773 0.571992
-0.943368 -0.605895
0.272023 -0.994561
-2.77937 -2.38083
-2.25259 -0.992404
-2.57215 -1.47796
2.21663 -1.49936
-2.0858 -0.322034
-2.90991 -1.33322
-0.273876 -1.70733
-0.878407 -1.58623
-1.83766 -0.714764
-0.229739 -1.56795
-0.105277 -0.67323
-1.06947 -1.65826
-1.70399 -1.4726
-1.89737 -1.08702
-0.583929 -2.34252
-0.936865 -0.206597
-1.77154 -1.28555
-1.93431 -1.36731
-1.70049 -1.42597
-1.26798 0.917823
-2.22387 -2.46281
-0.944214 -0.285475
-2.00713 0.568589
0.726736 -1.58439
0.24334 -0.783363
-0.302866 -1.79492
-3.08233 -0.435518
-1.16081 -1.08223
-2.08626 -1.15905
-2.10234 -0.321108
0.461589 -0.892626
-0.772662 -0.300772
-1.46099 -1.89424
1.05824 0.484047
-1.7562 -0.190841
-0.620821 -0.424475
-2.18155 -1.07867
-2.47021 -1.3427
1.09715 -1.64319
1.83377 -1.64239
-0.827535 -1.04921
-1.0529 -1.80577
-0.665844 -0.74497
-2.26162 -1.38115
-2.20355 -1.12401
-3.73203 -0.317678
-2.88648 0.855188
-1.17573 -1.98217
-2.41073 -0.278462
-1.90744 0.952288
-1.37269 -1.53375
1.20779 -1.01948
0.00479276 -1.69446
-2.01096 -2.09693
-0.469455 -1.28936
-0.514921 -1.94051
-0.270694 -1.05457
-0.860052 -2.40781
-1.04556 0.417933
-2.15275 1.19933
-0.101885 -1.5641
0.177636 -1.52914
0.889421 0.0157369
-0.930129 -0.396408
-0.405363 -1.16526
-1.52945 -0.784427
-2.40166 0.277862
-0.352859 -0.611054
0.195223 -1.00175
0.0368531 -0.694647
-0.838344 -1.99889
-0.373304 -2.04673
-2.44406 -1.23919
0.194412 -1.81049
-0.335851 -1.19083
-1.85824 -1.67901
0.448106 -1.60235
-1.5861 -0.295773
-1.05606 -3.51869
-0.246921 -0.124697
