
exponential distribution with 10000 points:
    interval    observed    expected

    0.00  0.05    0.082442    0.077146
    0.05  0.10    0.072058    0.073383
    0.10  0.15    0.070327    0.069804
    0.15  0.20    0.062303    0.066400
    0.20  0.25    0.059629    0.063162
    0.25  0.30    0.056167    0.060081
    0.30  0.35    0.059471    0.057151
    0.35  0.40    0.051762    0.054364
    0.40  0.45    0.048930    0.051712
    0.45  0.50    0.045312    0.049190
    0.50  0.55    0.049245    0.046791
    0.55  0.60    0.042480    0.044509
    0.60  0.65    0.048615    0.042339
    0.65  0.70    0.042794    0.040274
    0.70  0.75    0.039333    0.038310
    0.75  0.80    0.038074    0.036441
    0.80  0.85    0.037445    0.034664
    0.85  0.90    0.034928    0.032973
    0.90  0.95    0.030365    0.031365
    0.95  1.00    0.028320    0.029835
